ensembl_gene_id,start_position,end_position,strand,hgnc_symbol,chromosome_name,entrezgene_id,ucsc,band,slice_chromosome,slice_bp1,slice_bp2
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rsq.1,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc001ill.5,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rsr.1,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rss.1,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rst.1,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rsu.1,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rsv.1,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rsw.1,p14,10,122598339,123215850
ENSG00000151465,12195965,12250589,1,CDC123,10,8872.0,uc057rsz.1,p14,10,122598339,123215850
ENSG00000178473,5364966,5374692,1,UCN3,10,114131.0,uc001ihx.3,p15.1,10,122598339,123215850
ENSG00000086475,13317428,13348298,-1,SEPHS1,10,22929.0,uc001imk.5,p13,10,122598339,123215850
ENSG00000086475,13317428,13348298,-1,SEPHS1,10,22929.0,uc021pnc.2,p13,10,122598339,123215850
ENSG00000086475,13317428,13348298,-1,SEPHS1,10,22929.0,uc057rty.1,p13,10,122598339,123215850
ENSG00000086475,13317428,13348298,-1,SEPHS1,10,22929.0,uc057rtz.1,p13,10,122598339,123215850
ENSG00000086475,13317428,13348298,-1,SEPHS1,10,22929.0,uc057rua.1,p13,10,122598339,123215850
ENSG00000086475,13317428,13348298,-1,SEPHS1,10,22929.0,uc010qbt.3,p13,10,122598339,123215850
ENSG00000067082,3775996,3785281,-1,KLF6,10,1316.0,uc057rhj.1,p15.2,10,122598339,123215850
ENSG00000067082,3775996,3785281,-1,KLF6,10,1316.0,uc001iha.5,p15.2,10,122598339,123215850
ENSG00000067082,3775996,3785281,-1,KLF6,10,1316.0,uc057rhk.1,p15.2,10,122598339,123215850
ENSG00000067082,3775996,3785281,-1,KLF6,10,1316.0,uc057rhl.1,p15.2,10,122598339,123215850
ENSG00000067082,3775996,3785281,-1,KLF6,10,1316.0,uc001ihb.3,p15.2,10,122598339,123215850
ENSG00000067082,3775996,3785281,-1,KLF6,10,1316.0,uc057rhm.1,p15.2,10,122598339,123215850
ENSG00000067082,3775996,3785281,-1,KLF6,10,1316.0,uc010qaj.3,p15.2,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc001iju.5,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rpb.1,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rpc.1,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rpd.1,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc001ijv.4,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rpe.1,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rpf.1,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rpg.1,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rph.1,p14,10,122598339,123215850
ENSG00000165629,7788147,7807815,1,ATP5F1C,10,509.0,uc057rpi.1,p14,10,122598339,123215850
ENSG00000224382,4384246,4410614,1,LINC00703,10,100507059.0,uc001ihd.1,p15.1,10,122598339,123215850
ENSG00000224382,4384246,4410614,1,LINC00703,10,100507059.0,uc031vvm.2,p15.1,10,122598339,123215850
ENSG00000224382,4384246,4410614,1,LINC00703,10,100507059.0,uc287nfh.1,p15.1,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rry.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rrz.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rsa.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc001ile.4,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc001ilf.5,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc001ilg.5,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rsb.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rsc.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rsd.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rse.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rsf.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rsg.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc057rsh.1,p14,10,122598339,123215850
ENSG00000065665,12129637,12169961,1,SEC61A2,10,55176.0,uc010qbq.1,p14,10,122598339,123215850
ENSG00000231326,2169140,2189512,-1,LINC02662,10,105376348.0,uc057rfs.1,p15.3,10,122598339,123215850
ENSG00000231326,2169140,2189512,-1,LINC02662,10,105376348.0,uc057rft.2,p15.3,10,122598339,123215850
ENSG00000234752,8897989,8914596,1,LINC02676,10,105755953.0,uc057rpq.1,p14,10,122598339,123215850
ENSG00000151655,7703316,7749520,1,ITIH2,10,3698.0,uc001ijs.5,p14,10,122598339,123215850
ENSG00000151655,7703316,7749520,1,ITIH2,10,3698.0,uc057ror.1,p14,10,122598339,123215850
ENSG00000151655,7703316,7749520,1,ITIH2,10,3698.0,uc057ros.1,p14,10,122598339,123215850
ENSG00000151655,7703316,7749520,1,ITIH2,10,3698.0,uc057rou.1,p14,10,122598339,123215850
ENSG00000151655,7703316,7749520,1,ITIH2,10,3698.0,uc057rov.1,p14,10,122598339,123215850
ENSG00000151655,7703316,7749520,1,ITIH2,10,3698.0,uc057row.1,p14,10,122598339,123215850
ENSG00000228636,9758783,9878060,-1,LINC02663,10,124902542.0,uc057rps.1,p14,10,122598339,123215850
ENSG00000228636,9758783,9878060,-1,LINC02663,10,124902542.0,uc285hub.1,p14,10,122598339,123215850
ENSG00000228636,9758783,9878060,-1,LINC02663,10,124902542.0,uc287tco.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc001ilj.5,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rsi.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rsk.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rsl.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rsm.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rsn.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rso.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rsp.1,p14,10,122598339,123215850
ENSG00000165609,12165330,12196144,-1,NUDT5,10,11164.0,uc057rsj.1,p14,10,122598339,123215850
ENSG00000151468,12896625,13099652,-1,CCDC3,10,83643.0,uc001ilq.3,p13,10,122598339,123215850
ENSG00000151468,12896625,13099652,-1,CCDC3,10,83643.0,uc001ilr.4,p13,10,122598339,123215850
ENSG00000151657,7750962,7787993,-1,KIN,10,22944.0,uc001ijt.5,p14,10,122598339,123215850
ENSG00000151657,7750962,7787993,-1,KIN,10,22944.0,uc057rox.1,p14,10,122598339,123215850
ENSG00000151657,7750962,7787993,-1,KIN,10,22944.0,uc057roy.1,p14,10,122598339,123215850
ENSG00000151657,7750962,7787993,-1,KIN,10,22944.0,uc057roz.1,p14,10,122598339,123215850
ENSG00000151657,7750962,7787993,-1,KIN,10,22944.0,uc057rpa.1,p14,10,122598339,123215850
ENSG00000151461,11920022,12043170,-1,UPF2,10,26019.0,uc001ila.3,p14,10,122598339,123215850
ENSG00000151461,11920022,12043170,-1,UPF2,10,26019.0,uc001ilb.5,p14,10,122598339,123215850
ENSG00000151461,11920022,12043170,-1,UPF2,10,26019.0,uc057rrr.1,p14,10,122598339,123215850
ENSG00000151461,11920022,12043170,-1,UPF2,10,26019.0,uc001ilc.4,p14,10,122598339,123215850
ENSG00000176244,15075475,15088776,-1,ACBD7,10,414149.0,uc001inv.5,p13,10,122598339,123215850
ENSG00000176244,15075475,15088776,-1,ACBD7,10,414149.0,uc057rzj.1,p13,10,122598339,123215850
ENSG00000152464,15097180,15139818,1,RPP38,10,10557.0,uc009xjm.5,p13,10,122598339,123215850
ENSG00000152464,15097180,15139818,1,RPP38,10,10557.0,uc057rzk.1,p13,10,122598339,123215850
ENSG00000152464,15097180,15139818,1,RPP38,10,10557.0,uc057rzl.1,p13,10,122598339,123215850
ENSG00000152464,15097180,15139818,1,RPP38,10,10557.0,uc001inx.6,p13,10,122598339,123215850
ENSG00000152464,15097180,15139818,1,RPP38,10,10557.0,uc001iny.7,p13,10,122598339,123215850
ENSG00000152464,15097180,15139818,1,RPP38,10,10557.0,uc057rzm.1,p13,10,122598339,123215850
ENSG00000152464,15097180,15139818,1,RPP38,10,10557.0,uc031pth.2,p13,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc031vwl.3,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc031vwk.2,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc057rol.1,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc057rom.1,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc057ron.1,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc057roo.1,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc057rop.1,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc057roq.1,p14,10,122598339,123215850
ENSG00000123243,7559270,7666998,-1,ITIH5,10,80760.0,uc001ijr.2,p14,10,122598339,123215850
ENSG00000260314,17809348,17911164,1,MRC1,10,4360.0,uc031ptj.3,p12.33,10,122598339,123215850
ENSG00000107611,16823966,17129811,-1,CUBN,10,8029.0,uc001ioo.6,p13,10,122598339,123215850
ENSG00000107611,16823966,17129811,-1,CUBN,10,8029.0,uc285huw.1,p13,10,122598339,123215850
ENSG00000107611,16823966,17129811,-1,CUBN,10,8029.0,uc285hux.1,p13,10,122598339,123215850
ENSG00000107611,16823966,17129811,-1,CUBN,10,8029.0,uc285huy.1,p13,10,122598339,123215850
ENSG00000107611,16823966,17129811,-1,CUBN,10,8029.0,uc057sam.2,p13,10,122598339,123215850
ENSG00000107611,16823966,17129811,-1,CUBN,10,8029.0,uc057san.1,p13,10,122598339,123215850
ENSG00000107611,16823966,17129811,-1,CUBN,10,8029.0,uc057sao.2,p13,10,122598339,123215850
ENSG00000233642,25158072,25176276,-1,GPR158-AS1,10,100128811.0,uc010qde.2,p12.1,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057saq.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc001iop.5,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057sar.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057sas.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc010qcd.3,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc021pno.2,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057sat.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057sav.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057sau.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057saw.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057sax.1,p13,10,122598339,123215850
ENSG00000107614,17137336,17202054,-1,TRDMT1,10,1787.0,uc057say.1,p13,10,122598339,123215850
ENSG00000165985,16513734,16521879,-1,C1QL3,10,389941.0,uc001ioj.2,p13,10,122598339,123215850
ENSG00000165985,16513734,16521879,-1,C1QL3,10,389941.0,uc057sah.1,p13,10,122598339,123215850
ENSG00000148481,15778170,15860507,-1,MINDY3,10,80013.0,uc057rzv.1,p13,10,122598339,123215850
ENSG00000148481,15778170,15860507,-1,MINDY3,10,80013.0,uc057rzw.1,p13,10,122598339,123215850
ENSG00000148481,15778170,15860507,-1,MINDY3,10,80013.0,uc001iod.3,p13,10,122598339,123215850
ENSG00000148481,15778170,15860507,-1,MINDY3,10,80013.0,uc057rzx.1,p13,10,122598339,123215850
ENSG00000148481,15778170,15860507,-1,MINDY3,10,80013.0,uc057rzy.1,p13,10,122598339,123215850
ENSG00000148481,15778170,15860507,-1,MINDY3,10,80013.0,uc057rzz.1,p13,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc001irm.7,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc010qcv.4,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc031vzq.2,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgi.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgj.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgk.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgl.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgm.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgn.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc001irn.2,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgp.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc057sgq.1,p12.2,10,122598339,123215850
ENSG00000165309,22928024,23038523,1,ARMC3,10,219681.0,uc010qcw.3,p12.2,10,122598339,123215850
ENSG00000271360,11611305,11612227,1,USP6NL-AS1,10,107984208.0,uc057rre.1,p14,10,122598339,123215850
ENSG00000176236,15095385,15097319,-1,RPP38-DT,10,221060.0,uc001inw.4,p13,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc001irl.6,p12.2,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc010qcu.3,p12.2,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc057sga.1,p12.2,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc057sgb.1,p12.2,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc057sgc.1,p12.2,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc057sgd.1,p12.2,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc057sge.1,p12.2,10,122598339,123215850
ENSG00000150867,22534854,22714578,-1,PIP4K2A,10,5305.0,uc057sgf.1,p12.2,10,122598339,123215850
ENSG00000179133,23202696,23344845,-1,C10orf67,10,256815.0,uc285hvp.2,p12.2,10,122598339,123215850
ENSG00000179133,23202696,23344845,-1,C10orf67,10,256815.0,uc031vzs.5,p12.2,10,122598339,123215850
ENSG00000179133,23202696,23344845,-1,C10orf67,10,256815.0,uc057sgu.1,p12.2,10,122598339,123215850
ENSG00000179133,23202696,23344845,-1,C10orf67,10,256815.0,uc285hvq.1,p12.2,10,122598339,123215850
ENSG00000179133,23202696,23344845,-1,C10orf67,10,256815.0,uc010qcx.4,p12.2,10,122598339,123215850
ENSG00000179133,23202696,23344845,-1,C10orf67,10,256815.0,uc288mfu.1,p12.2,10,122598339,123215850
ENSG00000198610,5195462,5218949,1,AKR1C4,10,1109.0,uc057rje.1,p15.1,10,122598339,123215850
ENSG00000198610,5195462,5218949,1,AKR1C4,10,1109.0,uc057rjf.1,p15.1,10,122598339,123215850
ENSG00000198610,5195462,5218949,1,AKR1C4,10,1109.0,uc001ihw.3,p15.1,10,122598339,123215850
ENSG00000204740,19048801,19790401,1,MALRD1,10,340895.0,uc031vyw.2,p12.31,10,122598339,123215850
ENSG00000204740,19048801,19790401,1,MALRD1,10,340895.0,uc010qcq.3,p12.31,10,122598339,123215850
ENSG00000204740,19048801,19790401,1,MALRD1,10,340895.0,uc057scv.1,p12.31,10,122598339,123215850
ENSG00000204740,19048801,19790401,1,MALRD1,10,340895.0,uc057scw.1,p12.31,10,122598339,123215850
ENSG00000204740,19048801,19790401,1,MALRD1,10,340895.0,uc057scz.1,p12.31,10,122598339,123215850
ENSG00000204740,19048801,19790401,1,MALRD1,10,340895.0,uc057sdc.1,p12.31,10,122598339,123215850
ENSG00000148488,17315421,17454595,-1,ST8SIA6,10,338596.0,uc057sbj.1,p12.33,10,122598339,123215850
ENSG00000148488,17315421,17454595,-1,ST8SIA6,10,338596.0,uc001ipd.5,p12.33,10,122598339,123215850
ENSG00000148488,17315421,17454595,-1,ST8SIA6,10,338596.0,uc285hva.1,p12.33,10,122598339,123215850
ENSG00000136750,26216665,26304558,1,GAD2,10,2572.0,uc001isp.4,p12.1,10,122598339,123215850
ENSG00000136750,26216665,26304558,1,GAD2,10,2572.0,uc001isq.3,p12.1,10,122598339,123215850
ENSG00000136750,26216665,26304558,1,GAD2,10,2572.0,uc009xkr.5,p12.1,10,122598339,123215850
ENSG00000136750,26216665,26304558,1,GAD2,10,2572.0,uc285hwf.1,p12.1,10,122598339,123215850
ENSG00000136750,26216665,26304558,1,GAD2,10,2572.0,uc057sim.2,p12.1,10,122598339,123215850
ENSG00000150051,27672874,27746060,-1,MKX,10,283078.0,uc001itx.5,p12.1,10,122598339,123215850
ENSG00000150051,27672874,27746060,-1,MKX,10,283078.0,uc057skk.1,p12.1,10,122598339,123215850
ENSG00000150051,27672874,27746060,-1,MKX,10,283078.0,uc057skl.1,p12.1,10,122598339,123215850
ENSG00000150051,27672874,27746060,-1,MKX,10,283078.0,uc001ity.6,p12.1,10,122598339,123215850
ENSG00000263761,47322454,47327588,1,GDF2,10,2658.0,uc001jfa.3,q11.22,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc288max.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc288lud.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc057skp.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc288ltr.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc288leh.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc001itz.4,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc057skq.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc288luj.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc288mby.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc057skr.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc057sks.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc288mdg.1,p12.1,10,122598339,123215850
ENSG00000169126,27775186,27999079,-1,ODAD2,10,55130.0,uc057skt.2,p12.1,10,122598339,123215850
ENSG00000077943,15513954,15719922,-1,ITGA8,10,8516.0,uc001ioc.3,p13,10,122598339,123215850
ENSG00000077943,15513954,15719922,-1,ITGA8,10,8516.0,uc057rzt.1,p13,10,122598339,123215850
ENSG00000077943,15513954,15719922,-1,ITGA8,10,8516.0,uc057rzu.1,p13,10,122598339,123215850
ENSG00000234973,43777562,43778825,-1,LINC02658,10,102724264.0,uc057swz.1,q11.21,10,122598339,123215850
ENSG00000234973,43777562,43778825,-1,LINC02658,10,102724264.0,uc057sxa.1,q11.21,10,122598339,123215850
ENSG00000148482,17951839,18043292,1,SLC39A12,10,221074.0,uc001ipn.3,p12.33,10,122598339,123215850
ENSG00000148482,17951839,18043292,1,SLC39A12,10,221074.0,uc001ipp.3,p12.33,10,122598339,123215850
ENSG00000148482,17951839,18043292,1,SLC39A12,10,221074.0,uc001ipo.3,p12.33,10,122598339,123215850
ENSG00000148482,17951839,18043292,1,SLC39A12,10,221074.0,uc010qck.1,p12.33,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc285hxa.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc021ppi.2,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc285hxb.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc021ppj.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc287pot.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc287ufh.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc288brh.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc288dhp.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc288eoi.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc287syd.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc287sdk.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc287vzy.1,q11.21,10,122598339,123215850
ENSG00000226808,43778946,43901004,1,LINC00840,10,100506835.0,uc287qfg.1,q11.21,10,122598339,123215850
